विठ्ठल vitthal
लयांगी layangi
लवीना lavina
लक्ष्मी laxmi
लया laya
लयला layala
लीला leela
लीलांगी lilangi
लीलावती lilavati
लीना leena
लीसा leesa
लीजा leeja
लीली leeli
लिपी lipi
लिपिका lipika
लिपिशा lipisha
लिवदीप livdip
लिवप्रित livprit
लिवरुप livrup
लोचन lochan
लोचना lochana
लोहिता lohita
लोकहिता lokhita
लोपमुद्रा lopmudra
लोलिता lolita
लोला lola
लोना lona
लोपा lopa
लोशिनी loshini
लाजरी lajari
लाजवंती lajvanti
ललना lalana
लेखिका lekhika
लिखिता likhita
मधारसी madharasi
माधवी madhavi
माधुरी madhuri
माधुर्या madhurya
माला mala
मलाई malai
मालती malati
मालविका malvika
मलिका malika
मालिनी malini
मानिनी manini
माणिक्या manikya
मारी mari
मासिला masila
माया maya
मदा mada
मदालिसा madalisa
मदालिनी madalini
मदना madana
मदनमालिनी madanmalini
मदनमोहिनी madanmohini
मदनिका madnika
मदीना madina
मधिजा madhija
माधूकी madhuki
मधु madhu
मधुचंदी madhuchandi
मधुनिशा madhunisha
मधिलिका madhilika
मधुबाला madhubala
मधुगिता madhugita
मधुलिका madhulika
मधुल madhul
मधुलता madhulata
मधुलेखा madhulekha
मधुलिका madhulika
मधुमाधवी madhumadhavi
मधुमती madhumati
मधुमिता madhumita
मधुप्रिया madhupriya
मधुपुष्पा madhupushpa
मधुर madhur
मधुरा madhura
मधुराक्षी madhurakshi
मधुरलालसा madhurlalasa
मधुरीमा madhurima
माधुरीका madhurika
मधुशा madhusha
मधुश्री madhushri
मधुवाणी madhuvani
मधुवंती madhuvanti
मधुवर्षा madhuvarsha
मधुयामिनी madhuyamini
मध्या madhya
मदीना madina
मद्री madri
मेघा megha
मेघमाला meghmala
मेघना meghana
मेघारमनी megharamani
मेखला mekhala
मेनका menaka
मेशा mesha
महादेवी mahadevi
माहेश्वरी maheshwari
महक mahak
महालक्ष्मी mahalaxmi
महामाया mahamaya
महंती mahanti
महानंदा mahananda
महाप्रभा mahaprabha
महाराणी maharani
महाश्री mahashri
महाश्वेता mahashweta
महती mahati
महीजा mahija
महेक mahek
महेंद्री mahendri
महेशी maheshi
माही mahi
महीका mahika
महीमा mahima
महींदर mahindar
महीशी mahishi
महीता mahita
महुआ mahua
महुया mahuya
मैया maiya
मैधिली maidhili
मैना maina
मैनावती mainavati
मैसा maisa
मैथिली maithili
मैत्रेगी maitregi
मैत्रेवी maitrevi
मैत्री maitri
माजरी majari
मजीदा majida
मजीदाह majidah
मकारिम makarim
मलाईका malaika
मलक malak
मलार malar
मलाथी malathi
मलाविका malavika
मलीना malina
मलिका malika
मालिनी malini
मलिष्का malishka
मालसी malasi
मालवा malava
मलविका malvika
ममता mamata
मंदाकिनी mandakini
मंदिरा mandira
मंगला mangala
मंजिरी manjiri
मंजिरा manjira
मंजु manju
मंजुषा manjusha
मंजुळा manjula
मंजुलता manjulata
मना mana
मनल manal
मनार manar
मानेश्वरी maneshwari
मंजुवाणी manjuvani
मनाली manali
मनसा manasa
मानसी manasi
मानवी manavi
मनबासी manbasi
मनभाषी manbhashi
मंदवी mandavi
मनदीप mandip
मनीषा manisha
मनेका maneka
मंगाई mangai
मंगली mangali
मनी mani
मनीकुंतला manikuntala
मनीमाला manimala
मनीप्रभा maniprabha
मनीदीपा manidipa
मनीका manika
मनीरत्ना maniratna
मनिशिका manishika
मनजित manjit
मंजुबाला manjubala
मंजुलिका manjulika
मंजुश्री manjushri
मनिज्योती manijyoti
मनका manaka
मनमोहीनी manmohini
मन्ना manna
मनोहारि manohari
मनोजा manoja
मनोलता manolata
मनोरमा manorama
मनोरमनी manoramani
मनोवती manovati
मनोहरा manohara
मनोहारी manohari
मनोकामना manokamana
मनप्रित manprit
मनसादेवी mansadevi
मनशा manasha
मंत्रमा mantrama
मनविता manvita
मन्या manya
मराम maram
महेह maheh
मती mati
मौल्या maulya
मौना mauna
मौनमी maunami
मौनिका maunika
मौसमी mausami
माया maya
मायादेवी mayadevi
मायावती mayavati
मयूरी mayuri
मायसा mayasa
मायसून maysun
मयुरा mayura
मयुराक्षी mayurakshi
मयूराई mayurai
मयुका mayuka
मयुरीका mayurika
मेधा medha
मेधवी medhavi
मीना meena
मीनाक्षी minakshi
मीनल minal
मीरा meera
मीझा miza
मेघल meghal
मेघला meghala
मेघानंदी meghanandi
मेघमाला meghmala
मेघना meghana
मेहा meha
मेहल mehal
मेहनाज mehnaj
मेहंदी mehandi
मेहर mehar
मेहबूबा mehbuba
मेकला mekala
मेताली metali
मिधिला midhila
मिधुना midhuna
मिहिका mihika
मिहिरा mihira
मिनी mini
मिनल minal
मिनु minu
मिषा misha
मिपासा mipasa
मिशिता mishita
मिष्की mishki
मिष्ती mishti
मिस्री misri
मिताली mitali
मिथरा mithara
मथुरा mathura
मित्रा mitra
मित्रावती mitravati
मित्रविंदा mitravinda
मेदिनी medini
मोहना mohana
मोहनांगी mohnangi
मोहीनी mohini
मोलीना molina
मोहीता mohita
मोहीथा mohitha
मोहमाया mohmaya
मोक्षदा mokshada
मोना mona
मोनल monal
मोनालिसा monalisa
मोनिशा monisha
मोनिका monika
मोंटी monti
