अनुत्तम anuttam
मालेगावखुर्द malegavkhurd
हृदयेश्वर hridayeshwar
दिलिप dilip
बालाजी balaji
तलिसा talisa
पैसा paisa
मॉक्सेनोस moxenos
कोटला kotla
हरिशंकर harishankar
हेंकेन heineken
जैसी jaisi
इंतिक़ाम inteqam
किल्ल killa
नियामुर niamur
चिंचखंडी chinchkhandi
खामगाव khamgaon
दगफल daghfal
मधु madhu
गज़ाली gazalee
परांजय paranjay
तपनी tapani
अवधा avadha
शैलेन shailen
सीन sean
गौरा gaura
रोनिया ronia
लैनन lanen
शाबददीप shabaddeep
नोवरोझाबाद novrozabad
कपिलन kapilan
करचुंडी karchundi
मायावती mayavati
मुरुगन murugan
खराड kharad
दयाराम dayaram
अर्जित arjit
एवस्थज़ेन avesthagen
गोवर्धन goverdhan
चदोतर chadotar
नसरापूर nasrapur
मेक्सिको mexico
मुडशिंगी mudshingi
मेडल medal
मेडल medal
फर्नेंडो fernando
का ka
प्लेयर player
म्युज़ियम museum
दरभंगा darbhanga
हर्वे harvey
परम param
जस्टिस justice
पाथरी pathari
धर्मेंद्र dharmendra
इब्रहीम ibrahim
फनिपती fanipati
सात्विक saatvik
तुही tuhi
रवीनंद ravinand
परमन्यु parmanyu
एग्रिकल्चरल agricultural
कानुर kanur
एडमंड्स edmonds
काबरखेड kabarkhed
स्वस्तीक swasteek
त्रिपुरी tripuri
भूगाव bhugaon
मसद masad
इंटरनेशनल international
नेशनल national
द्वारका dwarka
काटफळ katfal
असोमिया asomiya
दिवशीखुर्द divshikhurd
कळंब kalamb
पानशेवाडी panshewadi
कोचस kochas
नैन्सी nancy
शिरसगाव shirasgaon
औरस auras
सतवाणी satvani
टारगेट target
स्वप्नकुमार swapnakumar
दो do
ससाने sasane
अमेरिकन american
पोलगाव polgaon
दुर्गासवागी durgaswagi
दशावतार dashavtar
पिचडोली pichdoli
घनसौर ghansaur
तरुलता tarulata
पथरशिंबे patharshimbe
सजना sajna
सुर्यांश suryansh
म्युज़ियम museum
अनीश aneesh
सव्यसाची savyasaachee
रिक्सन rixon
हुमगाव humgaon
पुरंजय puranjay
रूथ ruth
शेर sher
सभ्य sabhy
क्रॉकेट crockett
खामोश khamosh
खुर्मपूर khurmapur
बैगावखुर्द baigavkhurd
गुंजित gunjit
घातपिंपरी ghatpimpari
मोहोजदेवडे mohojdewade
राजगढ़ rajgarh
लिंबाळामक्ता limbalamakta
डिंपल dimple
कम्युनिटी community
अब्दुल abdul
बुलडाणा buldana
डार्टमूर dartmoor
गिरिराज giriraj
कुतसा kutasa
झोर jhor
झाई zai
राजूर rajur
पठार pathar
वडणरे vadnare
सौगंधी saugandhi
खापराळा khaprala
पंढरी pandhari
काँच kanch
टोहरे tohare
रऊफ rauf
इंद्रकर्मण indrakarman
ढोसनी dhosani
एनिस annis
नंदुसा nandusa
म्हसकल mhaskal
पुलकिता pulkita
रिवर river
सोलकर solkar
अयातुल्लाह ayatollah
शिवनीजा shivnija
बहा baha
सिंधु sindhu
चिदात्मा chidatma
बळ्वंत balvant
करिश्मा karishma
ट्रेड trade
मार्सेल marcel
द the
थर्मोस्फीयर thermosphere
गोरेसुवर goresuar
सुभाष subhaash
देवरदा devrada
बॉवेट bouvet
लिमिटेड limited
लंकेश्वर lankeshwar
चरणजीत charanjit
मेखला mekhala
धिरसुधा dhirsudha
द्विजराज dwijaraj
पाताळगंगा patalganga
रजनी rajani
कावी kavi
आलमपुर alampur
रफी rafee
जेफ jeff
निरपना nirpana
रखशान rakhshan
कुडित्रे kuditre
वळके valake
मुनि muni
मार्टिना martina
ऑफ of
नंदेसावंगी nandesavangi
तूलिका tulika
फज़ीलाह fuseelah
उम्मय्याह ummayyah
डेरेक derek
गॉथेनबर्ग gothenburg
रोहन rohan
आर्वी arvi
पेरुमल perumal
फेओरस feoras
फ्रांस france
गौरय्याकोठी gaurayyakothi
वोह woh
शेरिडन sheridan
चट्टान chattan
उचिता uchita
बागलाण baglan
विस्वधारा visvadhara
वाडा vada
सुपडु supadu
तिर्थवती tirthavati
कॉर्निइरो carneiro
जॉर्ज george
जावेद javed
रसिका rasika
नंद्री nandri
चिखलडोंगरा chikhaldongara
दाभाडे dabhade
किर्तिका kirtika
हुडीबुद्रुक hudibudruk
बिजानी bijani
जिगर jigar
मैरिएल mariel
अमर amar
बिक्रम bikram
मालवा malava
अल्पेश alpesh
जेट्टा jetta
दिग्गी diggi
स्टील steel
चंदेश chandesh
काटफळ katfal
आइसलैंड iceland
गौहार gauhar
मिरजे miraje
विपलानंद viplanand
कथलाल kathlal
अमलोन amalon
बिरज biraj
बलवंत balvant
सबनिस sabnis
तारक्ष taraksh
राममूर्ती rammurti
केशव keshav
मैना maina
व्हसपेठ vhaspeth
तेजराव tejrao
लोहगाव lohgaon
स्वादा swada
बौरिया bauria
जस्थी jasthi
गुरूद्वारा gurudwara
पोपटखेड popatkhed
धरुण dharun
दुधनी dudhani
बाळाभाऊ balabhau
कोपरी kopari
शिरोळी shiroli
जहाँ jahan
तोशित toshit
मिनल minal
देवेंद्रप्रसाद devendraprasad
आचार्य acharya
जपेश japesh
बोनी bony
कासारखेडा kasarkheda
दुनिया duniya
पहर pahar
हीरो hero
बूंदेस्वेरदींस्तक्रुज़ bundesverdienstkreuz
बेडसे bedase
डियड्री deirdre
अरमान arman
मकबुल makbul
नेशनल national
यादवी yadavi
ऑफ of
डेरिल darryl
डेनिस dennis
मितनापूर mitnapur
गगरोली gagroli
मुनावले munawale
धनगरवाडी dhangarwadi
भूल bhool
हर्षी harshi
तुम tum
का ka
खांडेपरगाव khandepargaon
सेराड serad
कम्युनिकेशन communication
एण्ड and
हतरु hataru
रंगीली rangeeli
बिरसिंगपुर birsingpur
शहज़ादे shehzaade
ही hi
अवबोध avabodh
सुरगाणा surgana
फागी fagi
सुमावली sumavali
रेथिऑन raytheon
गोपबाला gopbala
अमितुषा amitusha
कसाज kasaj
रांगोळी rangoli
का ka
चित्राणि chitrani
उर्वली urvali
ऑफ of
परिनीता parinita
नारायणगाव narayangaon
वाकसा vakasa
आंबी ambi
प्रेम prem
ईरावती iravati
धानोराखुर्द dhanorakhurd
कोडगुले kodgule
केयूर keyur
वाळकी walaki
टेलर taylor
चन्दाना chandana
जॉर्ज george
कुशलगड kushalgad
प्रिक्स prix
किसान kisan
सदाशिव sadashiv
युयुत्सु yuyutsu
